level,name,Total population_2022,Population under age 18_2022,Percent under age 18_2022,Population ages 18+_2022,Percent ages 18+_2022,Population ages 65+_2022,Percent ages 65+_2022,White population_2022,Percent white_2022,Black population_2022,Percent Black_2022,Latino population_2022,Percent Latino_2022,Other race population_2022,Percent other race_2022,Foreign-born population_2022,Percent foreign-born_2022,Total households_2022,Owner-occupied households_2022,Homeownership rate_2022,Cost-burdened households_2022,Cost-burden rate_2022,Poverty status known_2022,Population in poverty_2022,Poverty rate_2022,Low-income population_2022,Low-income rate_2022,"Under 18, poverty status known_2022",Children in poverty_2022,Child poverty rate_2022,Low-income children_2022,Child low-income rate_2022,"Ages 65+, poverty status known_2022",Seniors in poverty_2022,Senior poverty rate_2022,Low-income seniors_2022,Senior low-income rate_2022,Life expectancy in years_2010-2015,Percent adults with coronary heart disease_2021,Current asthma rate (adults)_2021,Diabetes rate (adults)_2021,Percent adults with high blood pressure_2021,Percent adults with any disability_2021,Percent adults with mobility disability_2021,Annual checkup rate (adults)_2021,Annual dental visit rate (adults)_2020,"Ages 18-64, no health insurance_2021",Current smoking rate (adults)_2021,Percent adults sleeping under 7 hours daily_2020
lower_legis,State House District 51,23182,4171,0.18,19011,0.82,4364,0.19,19212,0.83,166,0.01,2595,0.11,1209,0.05,1174,0.05,9756,6945,0.71,2752,0.29,22849,1711,0.07,5311,0.23,4137,174,0.04,1252,0.3,4180,395,0.09,1024,0.24,79.1,0.056,0.115,0.099,0.316,0.28,0.131,0.747,0.7,0.067,0.17,0.339
lower_legis,State House District 52,26126,5367,0.21,20759,0.79,5320,0.2,22774,0.87,483,0.02,1594,0.06,1275,0.05,660,0.03,10031,8558,0.85,2681,0.27,24721,1184,0.05,3237,0.13,5284,286,0.05,933,0.18,5117,300,0.06,722,0.14,80.7,0.051,0.107,0.085,0.301,0.232,0.102,0.768,0.724,0.059,0.143,0.335
lower_legis,State House District 53,23235,4638,0.2,18597,0.8,4200,0.18,19753,0.85,133,0.01,1623,0.07,1726,0.07,1496,0.06,9171,7813,0.85,2199,0.25,23052,1824,0.08,3926,0.17,4589,231,0.05,729,0.16,4079,251,0.06,596,0.15,81.1,0.047,0.107,0.079,0.287,0.209,0.09,0.778,0.75,0.045,0.123,0.323
lower_legis,State House District 54,25997,2413,0.09,23584,0.91,2407,0.09,18757,0.72,836,0.03,1728,0.07,4676,0.18,3547,0.14,5603,3041,0.54,2294,0.45,13010,3257,0.25,4868,0.37,2266,266,0.12,451,0.2,2323,141,0.06,437,0.19,82.4,0.034,0.131,0.059,0.207,0.286,0.075,0.736,0.626,0.078,0.129,0.346
lower_legis,State House District 55,24280,5190,0.21,19090,0.79,4251,0.18,21152,0.87,304,0.01,1451,0.06,1373,0.06,1510,0.06,8984,8194,0.91,2100,0.24,24142,1263,0.05,2255,0.09,5156,242,0.05,495,0.1,4150,203,0.05,550,0.13,81.8,0.047,0.107,0.082,0.295,0.205,0.09,0.779,0.767,0.041,0.116,0.319
lower_legis,State House District 56,23066,4098,0.18,18968,0.82,3896,0.17,16427,0.71,1617,0.07,2809,0.12,2213,0.1,2162,0.09,10106,4801,0.48,3463,0.35,22808,3278,0.14,7096,0.31,4085,545,0.13,1516,0.37,3657,492,0.13,1248,0.34,78.9,0.054,0.113,0.091,0.303,0.256,0.113,0.772,0.679,0.07,0.154,0.343
lower_legis,State House District 57,24005,5103,0.21,18902,0.79,4324,0.18,18301,0.76,1201,0.05,1897,0.08,2606,0.11,2230,0.09,9501,6539,0.69,2561,0.27,23883,1707,0.07,3234,0.14,4982,403,0.08,542,0.11,4324,185,0.04,869,0.2,80.7,0.051,0.11,0.085,0.298,0.229,0.1,0.774,0.726,0.054,0.133,0.332
lower_legis,State House District 58,22878,4863,0.21,18015,0.79,4068,0.18,15571,0.68,1215,0.05,3354,0.15,2738,0.12,1697,0.07,9561,6463,0.68,3085,0.33,22631,3275,0.14,6123,0.27,4825,1205,0.25,1965,0.41,3867,313,0.08,800,0.21,78.9,0.056,0.115,0.095,0.314,0.274,0.115,0.757,0.683,0.075,0.153,0.349
lower_legis,State House District 59,24788,3868,0.16,20920,0.84,4428,0.18,18580,0.75,1573,0.06,2477,0.1,2158,0.09,1779,0.07,10038,8131,0.81,2460,0.25,23026,1005,0.04,2645,0.11,3811,229,0.06,597,0.16,4208,253,0.06,704,0.17,79.6,0.053,0.111,0.09,0.31,0.249,0.105,0.765,0.723,0.061,0.132,0.337
lower_legis,State House District 6,23128,4986,0.22,18142,0.78,3416,0.15,4055,0.18,4894,0.21,13539,0.59,640,0.03,6116,0.26,9189,4245,0.46,4520,0.51,22797,3824,0.17,8194,0.36,4875,1261,0.26,2403,0.49,3216,742,0.23,1354,0.42,78.5,0.057,0.131,0.138,0.321,0.358,0.158,0.75,0.552,0.181,0.181,0.384
lower_legis,State House District 60,23627,4301,0.18,19326,0.82,4407,0.19,14477,0.61,3932,0.17,2467,0.1,2751,0.12,2733,0.12,9968,7858,0.79,3019,0.31,23550,1622,0.07,4196,0.18,4296,287,0.07,999,0.23,4358,281,0.06,856,0.2,79.8,0.055,0.116,0.104,0.334,0.255,0.115,0.784,0.718,0.058,0.128,0.348
lower_legis,State House District 61,26151,5226,0.2,20925,0.8,4617,0.18,20901,0.8,1807,0.07,1547,0.06,1896,0.07,1888,0.07,9263,7992,0.86,2165,0.24,24210,1068,0.04,2187,0.09,5051,274,0.05,520,0.1,4422,201,0.05,504,0.11,80.6,0.054,0.111,0.09,0.311,0.246,0.105,0.768,0.731,0.057,0.128,0.332
lower_legis,State House District 62,23118,4695,0.2,18423,0.8,4479,0.19,21204,0.92,108,0,869,0.04,937,0.04,1009,0.04,9108,8142,0.89,1916,0.22,23000,605,0.03,1816,0.08,4671,76,0.02,218,0.05,4393,215,0.05,509,0.12,81.9,0.051,0.105,0.083,0.295,0.212,0.095,0.765,0.768,0.041,0.114,0.315
lower_legis,State House District 63,22420,3676,0.16,18744,0.84,5386,0.24,17985,0.8,933,0.04,2185,0.1,1317,0.06,1588,0.07,9779,7346,0.75,3084,0.32,21943,2155,0.1,4228,0.19,3460,405,0.12,936,0.27,5191,591,0.11,1071,0.21,79.6,0.061,0.106,0.095,0.303,0.263,0.126,0.742,0.685,0.07,0.15,0.334
lower_legis,State House District 64,24209,4551,0.19,19658,0.81,6240,0.26,19718,0.81,349,0.01,2232,0.09,1910,0.08,2436,0.1,9930,7175,0.72,2892,0.31,23520,2600,0.11,4983,0.21,4380,892,0.2,1310,0.3,6016,149,0.02,877,0.15,80.9,0.065,0.1,0.096,0.32,0.241,0.119,0.767,0.738,0.05,0.116,0.307
lower_legis,State House District 65,24962,4974,0.2,19988,0.8,3419,0.14,15027,0.6,2812,0.11,5065,0.2,2058,0.08,3866,0.15,10301,5654,0.55,3981,0.39,24444,4346,0.18,9685,0.4,4786,1077,0.23,2612,0.55,3175,465,0.15,1204,0.38,77.8,0.062,0.108,0.097,0.302,0.274,0.13,0.737,0.665,0.081,0.158,0.338
lower_legis,State House District 66,23547,3936,0.17,19611,0.83,6186,0.26,20026,0.85,646,0.03,1432,0.06,1443,0.06,1604,0.07,10164,8100,0.8,2842,0.28,23416,1268,0.05,3072,0.13,3902,116,0.03,437,0.11,6118,298,0.05,904,0.15,82.2,0.057,0.1,0.088,0.3,0.224,0.107,0.758,0.747,0.046,0.117,0.311
lower_legis,State House District 67,23178,5125,0.22,18053,0.78,3535,0.15,18633,0.8,591,0.03,2461,0.11,1493,0.06,2263,0.1,8996,7128,0.79,3367,0.38,22958,1777,0.08,4245,0.18,5115,366,0.07,1149,0.22,3377,200,0.06,670,0.2,81,0.047,0.102,0.079,0.267,0.213,0.096,0.737,0.733,0.055,0.123,0.323
lower_legis,State House District 68,23726,4400,0.19,19326,0.81,5290,0.22,18573,0.78,745,0.03,2770,0.12,1638,0.07,3203,0.13,9391,7212,0.77,3103,0.34,23614,1862,0.08,4312,0.18,4369,612,0.14,995,0.23,5211,256,0.05,1025,0.2,79.5,0.056,0.107,0.092,0.299,0.249,0.116,0.746,0.705,0.068,0.145,0.336
lower_legis,State House District 69,24076,4484,0.19,19592,0.81,6830,0.28,20265,0.84,719,0.03,1610,0.07,1482,0.06,2300,0.1,9711,8342,0.86,3118,0.33,23812,821,0.03,2914,0.12,4468,10,0,357,0.08,6662,509,0.08,1531,0.23,82,0.06,0.1,0.091,0.32,0.229,0.111,0.774,0.772,0.044,0.111,0.311
lower_legis,State House District 7,22062,4671,0.21,17391,0.79,2487,0.11,2794,0.13,12805,0.58,5729,0.26,734,0.03,4017,0.18,7888,2697,0.34,4422,0.59,18889,5734,0.3,10580,0.56,4486,2074,0.46,3479,0.78,2487,531,0.21,1164,0.47,77.1,0.055,0.149,0.156,0.375,0.365,0.17,0.785,0.53,0.137,0.198,0.436
lower_legis,State House District 70,24590,4905,0.2,19685,0.8,3128,0.13,14658,0.6,3167,0.13,3718,0.15,3047,0.12,4968,0.2,9434,6533,0.69,2990,0.33,24478,1504,0.06,4375,0.18,4793,312,0.07,1072,0.22,3128,195,0.06,539,0.17,80,0.048,0.11,0.085,0.287,0.241,0.104,0.737,0.71,0.071,0.161,0.357
lower_legis,State House District 71,22410,4407,0.2,18003,0.8,3835,0.17,14354,0.64,2364,0.11,4115,0.18,1577,0.07,3946,0.18,8262,5883,0.71,2510,0.31,21903,2764,0.13,4786,0.22,4361,767,0.18,1105,0.25,3792,219,0.06,734,0.19,80.2,0.059,0.113,0.103,0.321,0.278,0.13,0.752,0.679,0.091,0.169,0.362
lower_legis,State House District 72,25300,6337,0.25,18963,0.75,3520,0.14,3890,0.15,8118,0.32,11536,0.46,1756,0.07,4317,0.17,9843,4029,0.41,4647,0.5,25034,6486,0.26,12907,0.52,6172,2507,0.41,4162,0.67,3442,291,0.08,1078,0.31,75.2,0.068,0.134,0.156,0.36,0.381,0.192,0.743,0.512,0.196,0.245,0.421
lower_legis,State House District 73,24629,6147,0.25,18482,0.75,2854,0.12,7478,0.3,7263,0.29,7606,0.31,2282,0.09,4016,0.16,9725,5233,0.54,4049,0.43,24413,3940,0.16,9429,0.39,6024,1254,0.21,3141,0.52,2792,276,0.1,1098,0.39,77.5,0.057,0.122,0.116,0.326,0.31,0.145,0.745,0.615,0.126,0.198,0.39
lower_legis,State House District 74,22983,4932,0.21,18051,0.79,3955,0.17,7983,0.35,4270,0.19,8374,0.36,2356,0.1,4192,0.18,9886,4456,0.45,4137,0.43,22532,4365,0.19,8705,0.39,4705,1256,0.27,2415,0.51,3779,631,0.17,1442,0.38,76.4,0.061,0.118,0.114,0.33,0.305,0.145,0.748,0.632,0.115,0.19,0.381
lower_legis,State House District 75,22730,5107,0.22,17623,0.78,2979,0.13,5534,0.24,6313,0.28,9391,0.41,1492,0.07,4347,0.19,9606,1882,0.2,4519,0.51,22062,6780,0.31,12573,0.57,4892,1643,0.34,3161,0.65,2758,828,0.3,1523,0.55,76.5,0.069,0.131,0.154,0.351,0.38,0.19,0.737,0.514,0.199,0.245,0.414
lower_legis,State House District 76,24004,5543,0.23,18461,0.77,3709,0.15,19877,0.83,554,0.02,1896,0.08,1677,0.07,2080,0.09,8786,7757,0.88,2206,0.25,23945,703,0.03,2201,0.09,5487,81,0.01,372,0.07,3709,64,0.02,379,0.1,81.5,0.052,0.105,0.084,0.291,0.221,0.101,0.754,0.746,0.048,0.126,0.321
lower_legis,State House District 77,23723,4919,0.21,18804,0.79,4186,0.18,16444,0.69,1135,0.05,4001,0.17,2143,0.09,1894,0.08,9262,6929,0.75,2359,0.26,23551,1758,0.07,4282,0.18,4859,617,0.13,1246,0.26,4114,178,0.04,785,0.19,79.9,0.064,0.118,0.104,0.335,0.284,0.13,0.773,0.699,0.066,0.148,0.338
lower_legis,State House District 78,24889,5113,0.21,19776,0.79,3686,0.15,17796,0.72,1184,0.05,3311,0.13,2598,0.1,1654,0.07,9535,7147,0.75,3173,0.34,24464,1864,0.08,4452,0.18,4904,452,0.09,1185,0.24,3501,187,0.05,571,0.16,79.4,0.054,0.115,0.091,0.301,0.26,0.114,0.751,0.698,0.067,0.152,0.341
lower_legis,State House District 79,24152,5176,0.21,18976,0.79,3582,0.15,14518,0.6,1942,0.08,6086,0.25,1606,0.07,2635,0.11,9775,5043,0.52,3685,0.39,23869,2990,0.13,7540,0.32,5137,1077,0.21,2258,0.44,3360,401,0.12,1024,0.3,78.5,0.058,0.121,0.098,0.311,0.288,0.125,0.755,0.668,0.082,0.163,0.35
lower_legis,State House District 8,23791,4524,0.19,19267,0.81,4866,0.2,21559,0.91,98,0,1061,0.04,1073,0.05,1282,0.05,9537,8473,0.89,1792,0.19,23745,1168,0.05,2996,0.13,4480,273,0.06,580,0.13,4866,275,0.06,890,0.18,80.9,0.048,0.107,0.08,0.286,0.208,0.09,0.777,0.756,0.046,0.128,0.326
lower_legis,State House District 80,22716,4837,0.21,17879,0.79,4046,0.18,19451,0.86,692,0.03,1126,0.05,1447,0.06,1501,0.07,8433,7539,0.89,1983,0.24,22497,315,0.01,1536,0.07,4819,12,0,382,0.08,3974,115,0.03,531,0.13,80.1,0.053,0.109,0.086,0.305,0.235,0.103,0.764,0.75,0.052,0.132,0.331
lower_legis,State House District 81,23708,4335,0.18,19373,0.82,5017,0.21,20217,0.85,606,0.03,1145,0.05,1740,0.07,2110,0.09,9655,7528,0.78,2338,0.25,23516,1243,0.05,3218,0.14,4334,402,0.09,834,0.19,4870,231,0.05,945,0.19,81.1,0.057,0.111,0.09,0.318,0.245,0.108,0.777,0.75,0.048,0.122,0.32
lower_legis,State House District 82,25155,4904,0.19,20251,0.81,4412,0.18,14603,0.58,1348,0.05,7928,0.32,1276,0.05,2527,0.1,10196,7322,0.72,3447,0.34,24754,2853,0.12,6588,0.27,4900,996,0.2,2154,0.44,4093,294,0.07,943,0.23,80.1,0.051,0.108,0.093,0.3,0.253,0.113,0.745,0.7,0.091,0.156,0.358
lower_legis,State House District 83,24970,5366,0.21,19604,0.79,4323,0.17,17974,0.72,971,0.04,3606,0.14,2419,0.1,2545,0.1,9487,7856,0.83,3005,0.32,24929,1471,0.06,4462,0.18,5327,521,0.1,1442,0.27,4323,176,0.04,703,0.16,80.1,0.053,0.107,0.092,0.308,0.244,0.109,0.757,0.727,0.068,0.142,0.342
lower_legis,State House District 84,21205,5453,0.26,15752,0.74,2739,0.13,6697,0.32,2324,0.11,11593,0.55,591,0.03,2150,0.1,9068,3036,0.33,3878,0.45,20893,5450,0.26,10855,0.52,5395,2032,0.38,3791,0.7,2528,507,0.2,1315,0.52,77.4,0.052,0.116,0.11,0.304,0.295,0.132,0.732,0.623,0.141,0.188,0.381
lower_legis,State House District 85,23851,4420,0.19,19431,0.81,4628,0.19,18018,0.76,392,0.02,3863,0.16,1578,0.07,3272,0.14,10001,6825,0.68,2988,0.31,23427,2063,0.09,3635,0.16,4410,476,0.11,689,0.16,4407,593,0.13,1320,0.3,80.3,0.053,0.103,0.085,0.298,0.237,0.105,0.751,0.74,0.064,0.138,0.338
lower_legis,State House District 86,23221,4379,0.19,18842,0.81,4760,0.2,20475,0.88,309,0.01,1429,0.06,1008,0.04,1628,0.07,9064,8074,0.89,2423,0.27,23136,802,0.03,2861,0.12,4378,124,0.03,445,0.1,4699,247,0.05,965,0.21,80.8,0.051,0.105,0.084,0.297,0.222,0.099,0.76,0.757,0.051,0.135,0.328
lower_legis,State House District 87,24179,4952,0.2,19227,0.8,5565,0.23,19735,0.82,794,0.03,1713,0.07,1937,0.08,2363,0.1,9559,7887,0.83,2243,0.24,24027,1494,0.06,3099,0.13,4888,463,0.09,733,0.15,5495,243,0.04,787,0.14,82.7,0.056,0.101,0.09,0.317,0.227,0.105,0.769,0.767,0.048,0.123,0.327
lower_legis,State House District 88,24691,3002,0.12,21689,0.88,4420,0.18,16930,0.69,3541,0.14,1966,0.08,2254,0.09,3253,0.13,8336,5076,0.61,2641,0.33,19129,1730,0.09,2994,0.16,2878,259,0.09,486,0.17,4111,227,0.06,705,0.17,80.3,0.043,0.107,0.075,0.266,0.213,0.086,0.749,0.76,0.052,0.109,0.332
lower_legis,State House District 89,23642,5615,0.24,18027,0.76,4339,0.18,17936,0.76,1385,0.06,1199,0.05,3122,0.13,2845,0.12,8036,7368,0.92,1895,0.24,23335,789,0.03,2289,0.1,5421,233,0.04,474,0.09,4253,100,0.02,486,0.11,81.9,0.048,0.105,0.085,0.293,0.218,0.098,0.755,0.755,0.057,0.132,0.337
lower_legis,State House District 9,23613,5281,0.22,18332,0.78,4141,0.18,11660,0.49,3503,0.15,5114,0.22,3336,0.14,4505,0.19,9306,6392,0.69,3274,0.35,23126,2677,0.12,6398,0.28,5216,714,0.14,2010,0.39,3818,541,0.14,1153,0.3,79.5,0.057,0.119,0.109,0.328,0.284,0.126,0.773,0.673,0.084,0.145,0.356
lower_legis,State House District 90,22780,3947,0.17,18833,0.83,5331,0.23,19629,0.86,189,0.01,1366,0.06,1596,0.07,2056,0.09,9387,7749,0.83,2649,0.28,22404,750,0.03,2558,0.11,3947,134,0.03,477,0.12,5006,246,0.05,934,0.19,81.7,0.053,0.103,0.085,0.301,0.226,0.102,0.761,0.757,0.053,0.132,0.329
lower_legis,State House District 91,21627,4557,0.21,17070,0.79,3865,0.18,10903,0.5,4666,0.22,4232,0.2,1826,0.08,3095,0.14,9201,5327,0.58,3253,0.36,21381,2241,0.1,4938,0.23,4492,676,0.15,1275,0.28,3714,394,0.11,965,0.26,79.1,0.049,0.109,0.092,0.308,0.235,0.106,0.764,0.728,0.064,0.129,0.355
lower_legis,State House District 92,25769,5561,0.22,20208,0.78,2994,0.12,8919,0.35,9239,0.36,5908,0.23,1703,0.07,4085,0.16,10311,3271,0.32,4863,0.48,25338,5875,0.23,10799,0.43,5381,1821,0.34,3182,0.59,2828,433,0.15,744,0.26,78.1,0.049,0.13,0.121,0.325,0.306,0.139,0.753,0.596,0.121,0.189,0.411
lower_legis,State House District 93,24440,5612,0.23,18828,0.77,1957,0.08,6016,0.25,10595,0.43,5849,0.24,1980,0.08,2515,0.1,7966,1618,0.2,4096,0.54,20027,6903,0.34,11403,0.57,5521,2734,0.5,4066,0.74,1957,392,0.2,891,0.46,75.8,0.044,0.134,0.118,0.307,0.311,0.133,0.743,0.574,0.119,0.193,0.421
lower_legis,State House District 94,22962,4659,0.2,18303,0.8,1810,0.08,6091,0.27,10008,0.44,3789,0.17,3074,0.13,4231,0.18,7486,3257,0.44,2930,0.42,19445,3421,0.18,6961,0.36,4615,1066,0.23,2176,0.47,1810,163,0.09,506,0.28,77.5,0.047,0.125,0.115,0.319,0.282,0.129,0.756,0.628,0.095,0.172,0.404
lower_legis,State House District 95,24447,7556,0.31,16891,0.69,2496,0.1,4607,0.19,5373,0.22,12883,0.53,1584,0.06,6516,0.27,8765,2307,0.26,5067,0.6,24259,6940,0.29,13411,0.55,7479,2407,0.32,4831,0.65,2407,930,0.39,1570,0.65,77.4,0.055,0.128,0.142,0.326,0.359,0.167,0.73,0.511,0.217,0.221,0.418
lower_legis,State House District 96,23485,3387,0.14,20098,0.86,1888,0.08,11368,0.48,3026,0.13,5972,0.25,3119,0.13,4735,0.2,11178,2128,0.19,4890,0.46,22250,4769,0.21,7532,0.34,3382,1119,0.33,1633,0.48,1808,131,0.07,525,0.29,79.1,0.043,0.119,0.105,0.274,0.288,0.121,0.721,0.6,0.147,0.172,0.387
lower_legis,State House District 97,23589,5051,0.21,18538,0.79,4431,0.19,8733,0.37,4438,0.19,8987,0.38,1431,0.06,3016,0.13,10647,4784,0.45,4535,0.44,23344,4901,0.21,10480,0.45,4960,1585,0.32,3028,0.61,4316,687,0.16,2331,0.54,78.4,0.055,0.117,0.118,0.32,0.301,0.142,0.744,0.614,0.143,0.184,0.389
lower_legis,State House District 98,23512,4787,0.2,18725,0.8,6597,0.28,20896,0.89,272,0.01,964,0.04,1380,0.06,1695,0.07,9631,8199,0.85,3077,0.32,23342,728,0.03,2604,0.11,4786,60,0.01,402,0.08,6451,198,0.03,1015,0.16,82.7,0.053,0.101,0.086,0.314,0.209,0.098,0.775,0.791,0.04,0.111,0.316
lower_legis,State House District 99,23568,4221,0.18,19347,0.82,4709,0.2,17160,0.73,1049,0.04,4201,0.18,1158,0.05,2373,0.1,9117,6517,0.71,3395,0.38,23285,1802,0.08,5034,0.22,4165,272,0.07,978,0.23,4505,512,0.11,1262,0.28,78.8,0.059,0.109,0.097,0.319,0.268,0.124,0.751,0.701,0.076,0.163,0.352
